name,inventory,min_price,max_price,current_price,rating,strategy,slug,product(fk),discount
Organic Eggs,806,66,107,80,2,5,organic_eggs-13,553,27
Organic Eggs,497,64,113,95,5,5,organic_eggs-14,554,18
Organic Eggs,98,65,118,103,5,2,organic_eggs-15,555,15
Organic Eggs,414,68,119,85,2,5,organic_eggs-16,556,34
Organic Eggs,236,63,118,101,5,3,organic_eggs-17,557,17
Organic Eggs,558,64,115,99,5,3,organic_eggs-18,558,16
Organic Eggs,300,64,120,102,4,3,organic_eggs-19,559,18
Organic Eggs,460,66,118,98,3,1,organic_eggs-20,560,20
Organic Eggs,157,69,116,93,2,1,organic_eggs-21,561,23
Almond Milk,474,29,49,42,5,4,almond_milk-0,562,7
Almond Milk,152,27,45,37,3,4,almond_milk-1,563,8
Almond Milk,459,27,49,42,5,4,almond_milk-2,564,7
Almond Milk,209,30,45,41,5,3,almond_milk-3,565,4
Almond Milk,922,30,49,44,5,2,almond_milk-4,566,5
Almond Milk,305,28,51,43,4,4,almond_milk-5,567,8
Almond Milk,798,27,47,40,3,1,almond_milk-6,568,7
Almond Milk,628,28,50,40,2,1,almond_milk-7,569,10
Almond Milk,542,30,48,39,2,2,almond_milk-8,570,9
Almond Milk,559,29,48,41,3,1,almond_milk-9,571,7
Almond Milk,523,29,47,32,1,4,almond_milk-10,572,15
Almond Milk,268,28,48,34,1,2,almond_milk-11,573,14
Almond Milk,158,28,50,43,5,3,almond_milk-12,574,7
Almond Milk,51,28,50,44,5,2,almond_milk-13,575,6
Almond Milk,352,28,50,37,2,4,almond_milk-14,576,13
Almond Milk,28,29,49,42,5,4,almond_milk-15,577,7
Almond Milk,768,26,45,32,1,2,almond_milk-16,578,13
Almond Milk,137,30,49,39,2,2,almond_milk-17,579,10
Almond Milk,539,27,51,36,1,1,almond_milk-18,580,15
Almond Milk,213,29,48,41,4,5,almond_milk-19,581,7
Wild-caught Salmon,562,128,249,184,2,2,wildcaught_salmon-0,582,65
Wild-caught Salmon,153,144,254,190,2,3,wildcaught_salmon-1,583,64
Wild-caught Salmon,787,147,252,213,5,5,wildcaught_salmon-2,584,39
Wild-caught Salmon,516,129,236,184,2,1,wildcaught_salmon-3,585,52
Wild-caught Salmon,272,134,240,183,2,2,wildcaught_salmon-4,586,57
Wild-caught Salmon,206,141,234,207,4,2,wildcaught_salmon-5,587,27
Wild-caught Salmon,932,143,252,189,2,3,wildcaught_salmon-6,588,63
Wild-caught Salmon,213,140,258,201,3,4,wildcaught_salmon-7,589,57
Wild-caught Salmon,113,134,243,198,3,2,wildcaught_salmon-8,590,45
Wild-caught Salmon,135,146,254,217,5,4,wildcaught_salmon-9,591,37
Wild-caught Salmon,36,128,256,221,4,1,wildcaught_salmon-10,592,35
Wild-caught Salmon,230,138,234,191,3,3,wildcaught_salmon-11,593,43
Wild-caught Salmon,635,140,252,210,5,5,wildcaught_salmon-12,594,42
Wild-caught Salmon,57,135,243,194,3,3,wildcaught_salmon-13,595,49
Wild-caught Salmon,545,144,243,190,2,2,wildcaught_salmon-14,596,53
Wild-caught Salmon,439,134,240,209,4,2,wildcaught_salmon-15,597,31
Wild-caught Salmon,605,131,243,163,1,2,wildcaught_salmon-16,598,80
Wild-caught Salmon,927,131,249,175,2,4,wildcaught_salmon-17,599,74
Wild-caught Salmon,916,131,245,203,5,5,wildcaught_salmon-18,600,42
Wild-caught Salmon,634,146,234,175,2,5,wildcaught_salmon-19,601,59
Wild-caught Salmon,315,128,249,210,5,3,wildcaught_salmon-20,602,39
Wild-caught Salmon,744,140,236,189,3,4,wildcaught_salmon-21,603,47
Organic Spinach,42,18,30,21,1,3,organic_spinach-0,604,9
Organic Spinach,116,18,31,28,4,1,organic_spinach-1,605,3
Organic Spinach,402,19,32,22,1,4,organic_spinach-2,606,10
Organic Spinach,702,18,31,27,4,3,organic_spinach-3,607,4
Organic Spinach,878,19,33,28,5,5,organic_spinach-4,608,5
Organic Spinach,66,17,31,26,3,2,organic_spinach-5,609,5
Organic Spinach,563,19,30,24,2,4,organic_spinach-6,610,6
Organic Spinach,382,18,31,27,5,4,organic_spinach-7,611,4
Organic Spinach,873,18,33,28,3,1,organic_spinach-8,612,5
Organic Spinach,89,20,32,27,3,4,organic_spinach-9,613,5
Organic Spinach,705,18,30,27,5,3,organic_spinach-10,614,3
Organic Spinach,220,19,31,23,1,2,organic_spinach-11,615,8
Organic Spinach,511,19,32,25,2,2,organic_spinach-12,616,7
Organic Spinach,39,18,32,24,2,4,organic_spinach-13,617,8
Organic Spinach,36,19,33,26,2,2,organic_spinach-14,618,7
Organic Spinach,956,18,33,29,4,3,organic_spinach-15,619,4
Organic Spinach,601,19,31,25,2,2,organic_spinach-16,620,6
Organic Spinach,693,20,30,25,3,5,organic_spinach-17,621,5
Organic Spinach,722,18,33,28,4,4,organic_spinach-18,622,5
Organic Spinach,533,20,30,25,2,3,organic_spinach-19,623,5
Organic Spinach,201,17,33,26,3,4,organic_spinach-20,624,7
Organic Spinach,892,19,34,29,4,5,organic_spinach-21,625,5
Organic Spinach,29,19,30,21,1,5,organic_spinach-22,626,9
Organic Spinach,260,18,32,28,5,2,organic_spinach-23,627,4
Organic Spinach,479,19,33,23,1,3,organic_spinach-24,628,10
Quinoa,77,72,124,99,2,1,quinoa-0,629,25
Quinoa,876,77,123,101,2,1,quinoa-1,630,22
Quinoa,463,78,129,90,1,3,quinoa-2,631,39
Quinoa,802,74,126,103,3,3,quinoa-3,632,23
Quinoa,314,75,138,104,2,2,quinoa-4,633,34
Quinoa,533,74,129,83,1,4,quinoa-5,634,46
Quinoa,74,72,134,113,5,4,quinoa-6,635,21
Quinoa,289,74,136,95,2,5,quinoa-7,636,41
Quinoa,479,68,124,77,1,4,quinoa-8,637,47
Quinoa,458,70,124,102,3,2,quinoa-9,638,22
Quinoa,332,76,123,107,5,4,quinoa-10,639,16
Quinoa,650,79,130,97,1,1,quinoa-11,640,33
Quinoa,186,72,136,103,3,5,quinoa-12,641,33
Quinoa,856,75,126,103,3,3,quinoa-13,642,23
Quinoa,681,72,123,99,3,4,quinoa-14,643,24
Quinoa,814,71,123,105,4,4,quinoa-15,644,18
Quinoa,253,75,128,104,3,3,quinoa-16,645,24
Quinoa,535,74,123,110,5,1,quinoa-17,646,13
Quinoa,172,69,129,100,3,4,quinoa-18,647,29
Quinoa,32,74,135,114,4,4,quinoa-19,648,21
Quinoa,989,70,129,100,2,1,quinoa-20,649,29
Quinoa,793,76,132,95,2,5,quinoa-21,650,37
Quinoa,508,73,129,108,5,5,quinoa-22,651,21
Quinoa,897,73,128,86,1,3,quinoa-23,652,42
Quinoa,695,70,130,112,5,2,quinoa-24,653,18
Quinoa,74,68,135,103,3,4,quinoa-25,654,32
Quinoa,227,72,128,107,4,5,quinoa-26,655,21
Quinoa,187,73,122,107,5,3,quinoa-27,656,15
Greek Yogurt,956,56,94,69,1,1,greek_yogurt-0,657,25
Greek Yogurt,501,52,90,65,1,1,greek_yogurt-1,658,25
Greek Yogurt,21,53,92,68,2,4,greek_yogurt-2,659,24
Greek Yogurt,291,51,92,65,2,5,greek_yogurt-3,660,27
Greek Yogurt,346,54,97,81,3,1,greek_yogurt-4,661,16
Greek Yogurt,488,57,100,62,1,5,greek_yogurt-5,662,38
Greek Yogurt,26,57,95,81,3,1,greek_yogurt-6,663,14
Greek Yogurt,186,54,99,77,3,4,greek_yogurt-7,664,22
Greek Yogurt,533,59,95,77,3,5,greek_yogurt-8,665,18
Greek Yogurt,864,59,92,77,3,3,greek_yogurt-9,666,15
Greek Yogurt,891,57,91,81,5,2,greek_yogurt-10,667,10
Greek Yogurt,842,54,101,70,2,5,greek_yogurt-11,668,31
Greek Yogurt,33,56,92,79,4,5,greek_yogurt-12,669,13
Greek Yogurt,168,58,98,79,2,1,greek_yogurt-13,670,19
Greek Yogurt,597,52,99,82,5,5,greek_yogurt-14,671,17
Greek Yogurt,486,60,92,66,1,4,greek_yogurt-15,672,26
Greek Yogurt,482,59,102,87,4,4,greek_yogurt-16,673,15
Greek Yogurt,633,60,96,78,3,5,greek_yogurt-17,674,18
Greek Yogurt,119,53,93,75,3,3,greek_yogurt-18,675,18
Greek Yogurt,600,53,99,64,1,3,greek_yogurt-19,676,35
Greek Yogurt,366,54,98,82,4,5,greek_yogurt-20,677,16
Organic Apples,978,72,127,110,4,3,organic_apples-0,678,17
Organic Apples,653,69,138,120,5,1,organic_apples-1,679,18
Organic Apples,999,79,133,115,5,4,organic_apples-2,680,18
Organic Apples,621,76,126,102,3,4,organic_apples-3,681,24
Organic Apples,634,75,135,103,2,2,organic_apples-4,682,32
Organic Apples,982,68,122,84,1,2,organic_apples-5,683,38
Organic Apples,686,80,135,118,4,3,organic_apples-6,684,17
Organic Apples,146,68,123,100,3,2,organic_apples-7,685,23
Organic Apples,163,78,135,114,3,1,organic_apples-8,686,21
Organic Apples,501,76,121,105,5,5,organic_apples-9,687,16
Organic Apples,132,68,128,106,4,5,organic_apples-10,688,22
Organic Apples,548,70,127,110,5,2,organic_apples-11,689,17
Organic Apples,944,69,134,109,3,1,organic_apples-12,690,25
Organic Apples,70,70,133,113,4,3,organic_apples-13,691,20
Organic Apples,826,74,128,108,3,1,organic_apples-14,692,20
Organic Apples,785,71,129,111,5,3,organic_apples-15,693,18
Organic Apples,842,80,122,100,2,2,organic_apples-16,694,22
Organic Apples,341,76,127,111,5,3,organic_apples-17,695,16
Organic Apples,168,77,122,104,3,2,organic_apples-18,696,18
Organic Apples,974,76,123,107,4,4,organic_apples-19,697,16
Organic Apples,696,80,122,108,5,4,organic_apples-20,698,14
Organic Apples,177,71,129,112,4,2,organic_apples-21,699,17
Extra Virgin Olive Oil,783,43,78,51,1,3,extra_virgin_olive_oil-0,700,27
Extra Virgin Olive Oil,668,49,78,69,4,3,extra_virgin_olive_oil-1,701,9
Extra Virgin Olive Oil,498,47,85,72,5,4,extra_virgin_olive_oil-2,702,13
Extra Virgin Olive Oil,210,47,85,67,3,4,extra_virgin_olive_oil-3,703,18
Extra Virgin Olive Oil,285,47,80,68,4,5,extra_virgin_olive_oil-4,704,12
Extra Virgin Olive Oil,985,45,79,70,5,1,extra_virgin_olive_oil-5,705,9
Extra Virgin Olive Oil,186,50,85,62,1,1,extra_virgin_olive_oil-6,706,23
Extra Virgin Olive Oil,749,50,77,69,4,3,extra_virgin_olive_oil-7,707,8
Extra Virgin Olive Oil,424,48,83,69,3,2,extra_virgin_olive_oil-8,708,14
Extra Virgin Olive Oil,834,49,79,71,4,1,extra_virgin_olive_oil-9,709,8
Extra Virgin Olive Oil,412,46,86,70,3,2,extra_virgin_olive_oil-10,710,16
Extra Virgin Olive Oil,359,43,78,68,4,2,extra_virgin_olive_oil-11,711,10
Extra Virgin Olive Oil,732,46,84,73,5,2,extra_virgin_olive_oil-12,712,11
Extra Virgin Olive Oil,900,44,85,67,3,3,extra_virgin_olive_oil-13,713,18
Extra Virgin Olive Oil,630,44,76,62,3,3,extra_virgin_olive_oil-14,714,14
Extra Virgin Olive Oil,81,48,81,62,2,3,extra_virgin_olive_oil-15,715,19
Extra Virgin Olive Oil,963,45,81,62,2,2,extra_virgin_olive_oil-16,716,19
Extra Virgin Olive Oil,199,44,75,60,3,4,extra_virgin_olive_oil-17,717,15
Extra Virgin Olive Oil,876,50,78,65,2,1,extra_virgin_olive_oil-18,718,13
Extra Virgin Olive Oil,679,46,76,67,4,2,extra_virgin_olive_oil-19,719,9
Extra Virgin Olive Oil,497,48,86,72,3,1,extra_virgin_olive_oil-20,720,14
Brown Rice,133,59,94,76,2,2,brown_rice-0,721,18
Brown Rice,480,59,103,82,2,1,brown_rice-1,722,21
Brown Rice,503,57,92,78,3,2,brown_rice-2,723,14
Brown Rice,791,53,93,74,3,4,brown_rice-3,724,19
Brown Rice,353,53,90,62,1,3,brown_rice-4,725,28
Brown Rice,948,58,99,70,1,2,brown_rice-5,726,29
Brown Rice,428,57,98,87,5,1,brown_rice-6,727,11
Brown Rice,407,53,91,73,2,1,brown_rice-7,728,18
Brown Rice,216,52,99,75,3,5,brown_rice-8,729,24
Brown Rice,367,54,97,74,2,2,brown_rice-9,730,23
Brown Rice,970,59,103,90,4,2,brown_rice-10,731,13
Brown Rice,891,56,93,62,1,4,brown_rice-11,732,31
Brown Rice,39,54,92,79,5,4,brown_rice-12,733,13
Brown Rice,533,54,103,62,1,4,brown_rice-13,734,41
Brown Rice,67,59,100,78,2,2,brown_rice-14,735,22
Brown Rice,593,60,96,85,4,3,brown_rice-15,736,11
Brown Rice,100,54,98,86,5,1,brown_rice-16,737,12
Brown Rice,899,60,95,81,3,2,brown_rice-17,738,14
Brown Rice,491,57,95,72,2,4,brown_rice-18,739,23
Brown Rice,774,57,101,72,1,1,brown_rice-19,740,29
Brown Rice,352,51,101,65,1,2,brown_rice-20,741,36
Brown Rice,795,54,96,69,1,1,brown_rice-21,742,27
Brown Rice,966,56,90,73,3,5,brown_rice-22,743,17
Brown Rice,806,51,92,80,4,2,brown_rice-23,744,12
Brown Rice,436,52,94,67,1,1,brown_rice-24,745,27
Organic Chicken Breast,286,119,207,171,3,2,organic_chicken_breast-0,746,36
Organic Chicken Breast,474,118,192,167,4,4,organic_chicken_breast-1,747,25
Organic Chicken Breast,108,104,185,159,4,3,organic_chicken_breast-2,748,26
Organic Chicken Breast,84,111,207,176,5,3,organic_chicken_breast-3,749,31
Organic Chicken Breast,163,118,199,141,1,2,organic_chicken_breast-4,750,58
Organic Chicken Breast,63,107,192,121,1,4,organic_chicken_breast-5,751,71
Organic Chicken Breast,886,113,187,148,2,2,organic_chicken_breast-6,752,39
Organic Chicken Breast,644,111,183,158,5,4,organic_chicken_breast-7,753,25
Organic Chicken Breast,423,104,185,145,2,1,organic_chicken_breast-8,754,40
Organic Chicken Breast,421,112,192,146,2,3,organic_chicken_breast-9,755,46
Organic Chicken Breast,465,111,187,156,3,2,organic_chicken_breast-10,756,31
Organic Chicken Breast,363,108,181,142,2,2,organic_chicken_breast-11,757,39
Organic Chicken Breast,165,111,205,173,4,4,organic_chicken_breast-12,758,32
Organic Chicken Breast,271,108,194,169,4,2,organic_chicken_breast-13,759,25
Organic Chicken Breast,287,104,201,120,1,4,organic_chicken_breast-14,760,81
Organic Chicken Breast,782,102,201,152,2,1,organic_chicken_breast-15,761,49
Organic Chicken Breast,938,105,203,155,3,4,organic_chicken_breast-16,762,48
Organic Chicken Breast,756,119,190,166,5,4,organic_chicken_breast-17,763,24
Organic Chicken Breast,967,102,194,165,4,3,organic_chicken_breast-18,764,29
Organic Chicken Breast,33,114,185,164,5,2,organic_chicken_breast-19,765,21
Organic Chicken Breast,60,108,201,143,2,4,organic_chicken_breast-20,766,58
Raw Honey,205,73,134,83,1,4,raw_honey-0,767,51
Raw Honey,26,72,124,96,2,2,raw_honey-1,768,28
Raw Honey,643,79,124,102,2,1,raw_honey-2,769,22
Raw Honey,757,78,135,106,3,5,raw_honey-3,770,29
Raw Honey,399,74,136,113,5,5,raw_honey-4,771,23
Raw Honey,716,78,128,101,2,2,raw_honey-5,772,27
Raw Honey,871,76,134,106,2,1,raw_honey-6,773,28
Raw Honey,211,72,128,78,1,5,raw_honey-7,774,50
Raw Honey,707,71,136,112,4,5,raw_honey-8,775,24
Raw Honey,563,79,124,112,5,1,raw_honey-9,776,12
Raw Honey,714,71,128,110,5,3,raw_honey-10,777,18
Raw Honey,167,70,127,109,4,3,raw_honey-11,778,18
Raw Honey,30,72,126,98,3,5,raw_honey-12,779,28
Raw Honey,809,77,122,106,4,5,raw_honey-13,780,16
Raw Honey,146,72,134,111,3,1,raw_honey-14,781,23
Raw Honey,304,76,136,118,5,2,raw_honey-15,782,18
Raw Honey,504,75,133,118,4,1,raw_honey-16,783,15
Raw Honey,90,68,127,107,5,4,raw_honey-17,784,20
Raw Honey,335,73,132,110,3,1,raw_honey-18,785,22
Raw Honey,156,80,121,108,4,3,raw_honey-19,786,13
Raw Honey,655,68,126,102,3,2,raw_honey-20,787,24
Raw Honey,666,72,138,114,5,5,raw_honey-21,788,24
Raw Honey,249,69,129,100,3,4,raw_honey-22,789,29
Raw Honey,726,72,133,110,3,1,raw_honey-23,790,23
Raw Honey,869,73,123,107,4,3,raw_honey-24,791,16
Mixed Berries,419,43,78,56,2,4,mixed_berries-0,792,22
Mixed Berries,422,43,81,64,3,3,mixed_berries-1,793,17
Mixed Berries,531,47,78,70,4,1,mixed_berries-2,794,8
Mixed Berries,922,45,81,69,4,4,mixed_berries-3,795,12
Mixed Berries,821,49,85,60,1,2,mixed_berries-4,796,25
Mixed Berries,499,48,84,56,1,3,mixed_berries-5,797,28
Mixed Berries,735,45,84,72,4,3,mixed_berries-6,798,12
Mixed Berries,53,43,78,65,5,5,mixed_berries-7,799,13
Mixed Berries,532,46,76,67,5,2,mixed_berries-8,800,9
Mixed Berries,966,43,81,70,4,2,mixed_berries-9,801,11
Mixed Berries,748,48,76,67,4,3,mixed_berries-10,802,9
Mixed Berries,671,45,83,72,5,2,mixed_berries-11,803,11
Mixed Berries,772,44,80,67,5,5,mixed_berries-12,804,13
Mixed Berries,765,48,82,64,2,2,mixed_berries-13,805,18
Mixed Berries,738,45,76,56,1,1,mixed_berries-14,806,20
Mixed Berries,764,48,86,67,3,5,mixed_berries-15,807,19
Mixed Berries,719,46,76,58,2,4,mixed_berries-16,808,18
Mixed Berries,554,43,84,59,2,4,mixed_berries-17,809,25
Mixed Berries,694,45,77,57,2,4,mixed_berries-18,810,20
Mixed Berries,801,45,83,66,3,3,mixed_berries-19,811,17
Mixed Berries,429,43,86,71,4,4,mixed_berries-20,812,15
Mixed Berries,533,44,78,69,4,1,mixed_berries-21,813,9
Chia Seeds,775,64,111,75,1,3,chia_seeds-0,814,36
Chia Seeds,802,67,113,91,2,1,chia_seeds-1,815,22
Chia Seeds,821,64,117,91,2,1,chia_seeds-2,816,26
Chia Seeds,588,67,111,96,4,4,chia_seeds-3,817,15
Chia Seeds,76,61,118,95,3,2,chia_seeds-4,818,23
Chia Seeds,202,65,110,96,5,3,chia_seeds-5,819,14
Chia Seeds,674,67,109,81,2,5,chia_seeds-6,820,28
Chia Seeds,203,70,112,75,1,5,chia_seeds-7,821,37
Chia Seeds,664,67,106,91,3,1,chia_seeds-8,822,15
Chia Seeds,342,62,106,93,4,2,chia_seeds-9,823,13
Chia Seeds,495,68,108,90,3,3,chia_seeds-10,824,18
Chia Seeds,505,66,114,101,5,1,chia_seeds-11,825,13
Chia Seeds,287,70,109,74,1,5,chia_seeds-12,826,35
Chia Seeds,172,65,114,89,3,5,chia_seeds-13,827,25
Chia Seeds,511,66,108,91,3,2,chia_seeds-14,828,17
Chia Seeds,462,61,112,80,2,4,chia_seeds-15,829,32
Chia Seeds,53,64,112,72,1,4,chia_seeds-16,830,40
Chia Seeds,581,68,107,96,4,2,chia_seeds-17,831,11
Chia Seeds,736,69,118,93,3,5,chia_seeds-18,832,25
Chia Seeds,58,67,106,74,1,4,chia_seeds-19,833,32
Grass-fed Beef,604,192,324,241,2,4,grassfed_beef-0,834,83
Grass-fed Beef,915,196,324,275,3,1,grassfed_beef-1,835,49
Grass-fed Beef,832,188,321,226,1,2,grassfed_beef-2,836,95
Grass-fed Beef,607,194,342,287,4,5,grassfed_beef-3,837,55
Grass-fed Beef,484,196,309,235,1,1,grassfed_beef-4,838,74
Grass-fed Beef,414,170,345,230,1,1,grassfed_beef-5,839,115
Grass-fed Beef,590,194,321,274,4,5,grassfed_beef-6,840,47
Grass-fed Beef,641,172,336,248,2,2,grassfed_beef-7,841,88
Grass-fed Beef,157,182,330,279,4,4,grassfed_beef-8,842,51
Grass-fed Beef,312,192,306,264,4,5,grassfed_beef-9,843,42
Grass-fed Beef,511,192,333,264,3,4,grassfed_beef-10,844,69
Grass-fed Beef,427,182,342,237,1,1,grassfed_beef-11,845,105
Grass-fed Beef,183,184,303,204,1,4,grassfed_beef-12,846,99
Grass-fed Beef,199,196,330,280,5,5,grassfed_beef-13,847,50
Grass-fed Beef,147,182,336,261,3,4,grassfed_beef-14,848,75
Grass-fed Beef,210,188,309,228,2,5,grassfed_beef-15,849,81
Grass-fed Beef,423,174,324,198,1,4,grassfed_beef-16,850,126
Grass-fed Beef,186,196,303,247,3,5,grassfed_beef-17,851,56
Grass-fed Beef,469,184,321,274,4,4,grassfed_beef-18,852,47
Grass-fed Beef,657,194,336,241,2,5,grassfed_beef-19,853,95
Grass-fed Beef,863,180,327,280,5,3,grassfed_beef-20,854,47
Grass-fed Beef,171,180,315,275,4,2,grassfed_beef-21,855,40
Grass-fed Beef,910,180,312,210,1,3,grassfed_beef-22,856,102
Grass-fed Beef,595,192,330,279,4,5,grassfed_beef-23,857,51
Grass-fed Beef,160,182,330,231,2,5,grassfed_beef-24,858,99
Grass-fed Beef,411,196,309,215,1,4,grassfed_beef-25,859,94
Grass-fed Beef,513,182,333,207,1,4,grassfed_beef-26,860,126
Grass-fed Beef,60,182,342,270,3,3,grassfed_beef-27,861,72
Gluten-free Pasta,342,73,124,82,1,4,glutenfree_pasta-0,862,42
Gluten-free Pasta,991,79,127,109,3,1,glutenfree_pasta-1,863,18
Gluten-free Pasta,511,77,135,94,1,2,glutenfree_pasta-2,864,41
Gluten-free Pasta,142,72,133,111,5,5,glutenfree_pasta-3,865,22
Gluten-free Pasta,738,76,123,84,1,4,glutenfree_pasta-4,866,39
Gluten-free Pasta,971,80,124,110,4,3,glutenfree_pasta-5,867,14
Gluten-free Pasta,457,71,122,97,2,1,glutenfree_pasta-6,868,25
Gluten-free Pasta,358,72,136,117,4,2,glutenfree_pasta-7,869,19
Gluten-free Pasta,969,76,129,91,1,2,glutenfree_pasta-8,870,38
Gluten-free Pasta,389,75,135,95,2,5,glutenfree_pasta-9,871,40
Gluten-free Pasta,398,80,128,85,1,5,glutenfree_pasta-10,872,43
Gluten-free Pasta,304,74,138,114,4,5,glutenfree_pasta-11,873,24
Gluten-free Pasta,37,71,121,82,1,3,glutenfree_pasta-12,874,39
Gluten-free Pasta,621,78,138,116,4,5,glutenfree_pasta-13,875,22
Gluten-free Pasta,293,75,132,113,4,4,glutenfree_pasta-14,876,19
Gluten-free Pasta,540,80,126,98,2,4,glutenfree_pasta-15,877,28
Gluten-free Pasta,72,76,121,86,1,3,glutenfree_pasta-16,878,35
Gluten-free Pasta,534,80,128,115,5,1,glutenfree_pasta-17,879,13
Gluten-free Pasta,165,73,136,118,4,2,glutenfree_pasta-18,880,18
Gluten-free Pasta,623,70,128,83,1,3,glutenfree_pasta-19,881,45
Organic Kale,813,27,51,44,5,2,organic_kale-0,882,7
Organic Kale,566,27,47,37,3,5,organic_kale-1,883,10
Organic Kale,693,28,49,37,2,3,organic_kale-2,884,12
Organic Kale,560,30,46,39,3,3,organic_kale-3,885,7
Organic Kale,438,27,47,38,3,3,organic_kale-4,886,9
Organic Kale,588,28,49,43,5,3,organic_kale-5,887,6
Organic Kale,540,29,46,33,1,3,organic_kale-6,888,13
Organic Kale,434,30,51,44,5,5,organic_kale-7,889,7
Organic Kale,453,30,49,42,3,1,organic_kale-8,890,7
Organic Kale,359,27,45,41,5,1,organic_kale-9,891,4
Organic Kale,728,30,47,43,4,1,organic_kale-10,892,4
Organic Kale,760,28,48,41,5,5,organic_kale-11,893,7
Organic Kale,814,30,49,37,2,5,organic_kale-12,894,12
Organic Kale,460,29,48,41,5,5,organic_kale-13,895,7
Organic Kale,721,27,46,38,3,3,organic_kale-14,896,8
Organic Kale,918,27,48,40,3,2,organic_kale-15,897,8
Organic Kale,958,29,46,38,3,4,organic_kale-16,898,8
Organic Kale,809,29,50,45,5,1,organic_kale-17,899,5
Organic Kale,799,29,45,41,5,2,organic_kale-18,900,4
Organic Kale,637,30,51,35,1,3,organic_kale-19,901,16
Coconut Water,956,38,66,48,1,1,coconut_water-0,902,18
Coconut Water,319,39,64,42,1,5,coconut_water-1,903,22
Coconut Water,713,36,66,45,1,2,coconut_water-2,904,21
Coconut Water,665,36,63,56,4,1,coconut_water-3,905,7
Coconut Water,993,38,64,47,2,5,coconut_water-4,906,17
Coconut Water,308,35,67,52,3,4,coconut_water-5,907,15
Coconut Water,879,34,63,54,4,3,coconut_water-6,908,9
Coconut Water,293,38,68,50,2,4,coconut_water-7,909,18
Coconut Water,388,35,67,54,3,2,coconut_water-8,910,13
Coconut Water,101,36,64,51,2,1,coconut_water-9,911,13
Coconut Water,81,35,68,59,5,2,coconut_water-10,912,9
Coconut Water,269,38,67,53,2,1,coconut_water-11,913,14
Coconut Water,509,38,66,50,2,3,coconut_water-12,914,16
Coconut Water,646,38,64,57,4,1,coconut_water-13,915,7
Coconut Water,939,38,64,56,4,3,coconut_water-14,916,8
Coconut Water,240,36,64,54,5,5,coconut_water-15,917,10
Coconut Water,420,35,62,54,4,2,coconut_water-16,918,8
Coconut Water,713,35,68,59,5,1,coconut_water-17,919,9
Coconut Water,200,38,67,58,5,3,coconut_water-18,920,9
Coconut Water,508,34,65,45,1,1,coconut_water-19,921,20
Coconut Water,924,37,68,46,1,2,coconut_water-20,922,22
Coconut Water,589,37,64,51,3,4,coconut_water-21,923,13
Coconut Water,854,35,61,43,1,2,coconut_water-22,924,18
Coconut Water,472,36,62,55,5,2,coconut_water-23,925,7
Organic Black Beans,258,43,85,59,2,4,organic_black_beans-0,926,26
Organic Black Beans,593,46,83,65,2,1,organic_black_beans-1,927,18
Organic Black Beans,192,49,84,61,1,1,organic_black_beans-2,928,23
Organic Black Beans,78,43,81,47,1,5,organic_black_beans-3,929,34
Organic Black Beans,141,43,81,66,3,2,organic_black_beans-4,930,15
Organic Black Beans,392,45,81,69,4,4,organic_black_beans-5,931,12
Organic Black Beans,928,43,83,47,1,5,organic_black_beans-6,932,36
Organic Black Beans,702,46,84,72,5,3,organic_black_beans-7,933,12
Organic Black Beans,62,49,80,66,3,3,organic_black_beans-8,934,14
Organic Black Beans,817,48,84,67,3,4,organic_black_beans-9,935,17
Organic Black Beans,379,48,77,59,2,4,organic_black_beans-10,936,18
Organic Black Beans,279,48,80,64,3,5,organic_black_beans-11,937,16
Organic Black Beans,663,43,78,60,3,5,organic_black_beans-12,938,18
Organic Black Beans,532,44,86,58,2,5,organic_black_beans-13,939,28
Organic Black Beans,859,47,78,68,5,4,organic_black_beans-14,940,10
Organic Black Beans,870,44,81,57,2,5,organic_black_beans-15,941,24
Organic Black Beans,578,45,79,49,1,5,organic_black_beans-16,942,30
Organic Black Beans,341,43,81,68,5,4,organic_black_beans-17,943,13
Organic Black Beans,556,43,84,72,5,2,organic_black_beans-18,944,12
Organic Black Beans,490,46,84,72,4,3,organic_black_beans-19,945,12
Organic Black Beans,374,44,84,63,3,5,organic_black_beans-20,946,21
Organic Black Beans,420,46,81,70,4,3,organic_black_beans-21,947,11
Organic Black Beans,264,44,78,68,4,2,organic_black_beans-22,948,10
Organic Black Beans,686,43,78,65,5,5,organic_black_beans-23,949,13
Organic Black Beans,397,43,78,61,2,1,organic_black_beans-24,950,17
Organic Black Beans,34,46,80,70,4,2,organic_black_beans-25,951,10
Organic Black Beans,168,45,84,71,5,4,organic_black_beans-26,952,13
Google Nest Thermostat,134,5760,10080,8115,3,3,google_nest_thermostat-0,953,1965
Google Nest Thermostat,541,5100,10170,8649,4,2,google_nest_thermostat-1,954,1521
Google Nest Thermostat,379,5760,10170,8737,5,3,google_nest_thermostat-2,955,1433
Google Nest Thermostat,935,5940,10080,8528,4,5,google_nest_thermostat-3,956,1552
Google Nest Thermostat,952,5760,10350,8629,5,5,google_nest_thermostat-4,957,1721
Google Nest Thermostat,533,5580,9810,7526,2,2,google_nest_thermostat-5,958,2284
Google Nest Thermostat,133,5760,9540,8085,3,1,google_nest_thermostat-6,959,1455
