name,inventory,min_price,max_price,current_price,rating,strategy,slug,product(fk)
Organic Avocado,941,48,80,60,1,2,organic-avocado-19,522
Organic Avocado,735,46,82,60,1,3,organic-avocado-20,523
Organic Avocado,672,44,85,57,1,4,organic-avocado-21,524
Organic Avocado,126,49,80,54,3,3,organic-avocado-22,525
Organic Avocado,509,43,76,54,2,5,organic-avocado-23,526
Organic Avocado,968,47,78,62,3,4,organic-avocado-24,527
Organic Avocado,802,47,83,62,2,4,organic-avocado-25,528
Organic Avocado,950,43,78,61,3,3,organic-avocado-26,529
Organic Avocado,137,49,81,56,5,1,organic-avocado-27,530
Whole Wheat Bread,857,39,60,50,1,1,whole-wheat-bread-0,531
Whole Wheat Bread,480,34,60,46,1,0,whole-wheat-bread-1,532
Whole Wheat Bread,315,35,60,48,3,2,whole-wheat-bread-2,533
Whole Wheat Bread,606,38,61,44,4,5,whole-wheat-bread-3,534
Whole Wheat Bread,194,36,61,49,5,3,whole-wheat-bread-4,535
Whole Wheat Bread,165,37,64,44,2,3,whole-wheat-bread-5,536
Whole Wheat Bread,76,35,63,49,5,1,whole-wheat-bread-6,537
Whole Wheat Bread,679,38,66,49,4,5,whole-wheat-bread-7,538
Whole Wheat Bread,792,39,60,46,4,5,whole-wheat-bread-8,539
Whole Wheat Bread,154,36,66,45,5,5,whole-wheat-bread-9,540
Whole Wheat Bread,476,36,67,44,5,0,whole-wheat-bread-10,541
Whole Wheat Bread,457,38,63,45,3,0,whole-wheat-bread-11,542
Whole Wheat Bread,455,38,64,48,2,0,whole-wheat-bread-12,543
Whole Wheat Bread,654,40,68,47,5,3,whole-wheat-bread-13,544
Whole Wheat Bread,815,35,69,49,1,1,whole-wheat-bread-14,545
Whole Wheat Bread,265,40,69,46,5,4,whole-wheat-bread-15,546
Whole Wheat Bread,258,39,68,50,4,2,whole-wheat-bread-16,547
Whole Wheat Bread,650,35,69,49,4,2,whole-wheat-bread-17,548
Whole Wheat Bread,950,39,65,50,1,2,whole-wheat-bread-18,549
Whole Wheat Bread,33,40,60,44,4,5,whole-wheat-bread-19,550
Whole Wheat Bread,25,38,64,49,3,2,whole-wheat-bread-20,551
Organic Eggs,116,64,109,87,3,2,organic-eggs-0,552
Organic Eggs,557,63,114,76,1,2,organic-eggs-1,553
Organic Eggs,194,68,115,77,1,3,organic-eggs-2,554
Organic Eggs,623,68,110,79,3,5,organic-eggs-3,555
Organic Eggs,886,70,115,79,3,3,organic-eggs-4,556
Organic Eggs,114,62,118,79,3,2,organic-eggs-5,557
Organic Eggs,345,66,112,77,2,4,organic-eggs-6,558
Organic Eggs,773,70,110,82,2,2,organic-eggs-7,559
Organic Eggs,426,68,119,81,1,4,organic-eggs-8,560
Organic Eggs,874,60,116,87,2,4,organic-eggs-9,561
Organic Eggs,576,63,107,86,4,2,organic-eggs-10,562
Organic Eggs,233,63,116,81,4,5,organic-eggs-11,563
Organic Eggs,581,63,115,79,2,2,organic-eggs-12,564
Organic Eggs,565,61,118,85,2,4,organic-eggs-13,565
Organic Eggs,333,67,106,80,2,3,organic-eggs-14,566
Organic Eggs,113,68,112,85,2,3,organic-eggs-15,567
Organic Eggs,522,67,116,86,5,2,organic-eggs-16,568
Organic Eggs,908,64,111,81,4,0,organic-eggs-17,569
Organic Eggs,122,61,114,86,1,2,organic-eggs-18,570
Organic Eggs,480,64,108,78,1,2,organic-eggs-19,571
Organic Eggs,263,70,106,79,1,3,organic-eggs-20,572
Organic Eggs,420,62,111,78,2,5,organic-eggs-21,573
Organic Eggs,792,62,110,82,4,4,organic-eggs-22,574
Organic Eggs,968,62,109,87,3,5,organic-eggs-23,575
Organic Eggs,761,61,108,76,3,3,organic-eggs-24,576
Organic Eggs,287,68,106,82,4,5,organic-eggs-25,577
Organic Eggs,744,68,119,79,5,1,organic-eggs-26,578
Organic Eggs,550,61,119,84,2,2,organic-eggs-27,579
Organic Eggs,175,64,115,79,3,3,organic-eggs-28,580
Organic Eggs,814,67,120,81,1,0,organic-eggs-29,581
Almond Milk,818,27,45,33,4,3,almond-milk-0,582
Almond Milk,586,28,48,35,2,4,almond-milk-1,583
Almond Milk,638,27,45,32,2,5,almond-milk-2,584
Almond Milk,598,29,47,34,1,0,almond-milk-3,585
Almond Milk,562,29,51,35,5,0,almond-milk-4,586
Almond Milk,329,30,51,33,2,3,almond-milk-5,587
Almond Milk,561,27,47,35,3,3,almond-milk-6,588
Almond Milk,101,29,50,36,5,3,almond-milk-7,589
Almond Milk,670,27,46,33,5,3,almond-milk-8,590
Almond Milk,374,29,47,35,2,2,almond-milk-9,591
Almond Milk,965,27,46,36,2,1,almond-milk-10,592
Almond Milk,118,27,47,35,4,1,almond-milk-11,593
Almond Milk,764,28,49,37,1,2,almond-milk-12,594
Almond Milk,431,29,49,33,3,1,almond-milk-13,595
Almond Milk,828,30,47,33,5,5,almond-milk-14,596
Almond Milk,140,28,48,36,5,0,almond-milk-15,597
Almond Milk,550,27,49,36,3,5,almond-milk-16,598
Almond Milk,924,28,51,33,1,1,almond-milk-17,599
Almond Milk,545,26,49,35,5,4,almond-milk-18,600
Almond Milk,706,26,48,32,3,3,almond-milk-19,601
Almond Milk,444,29,50,35,2,4,almond-milk-20,602
Almond Milk,489,28,45,32,1,3,almond-milk-21,603
Almond Milk,901,28,50,32,5,5,almond-milk-22,604
Almond Milk,973,28,48,36,1,1,almond-milk-23,605
Wild-caught Salmon,762,138,238,171,1,2,wild-caught-salmon-0,606
Wild-caught Salmon,296,134,231,173,2,4,wild-caught-salmon-1,607
Wild-caught Salmon,56,143,243,178,2,2,wild-caught-salmon-2,608
Wild-caught Salmon,487,129,234,171,4,1,wild-caught-salmon-3,609
Wild-caught Salmon,645,144,240,159,1,4,wild-caught-salmon-4,610
Wild-caught Salmon,856,137,236,171,4,1,wild-caught-salmon-5,611
Wild-caught Salmon,405,140,238,167,3,2,wild-caught-salmon-6,612
Wild-caught Salmon,418,128,245,165,1,2,wild-caught-salmon-7,613
Wild-caught Salmon,861,134,231,178,2,2,wild-caught-salmon-8,614
Wild-caught Salmon,526,138,245,165,3,3,wild-caught-salmon-9,615
Wild-caught Salmon,721,147,243,173,4,0,wild-caught-salmon-10,616
Wild-caught Salmon,581,137,258,182,5,1,wild-caught-salmon-11,617
Wild-caught Salmon,331,149,227,161,3,1,wild-caught-salmon-12,618
Wild-caught Salmon,405,137,236,184,2,2,wild-caught-salmon-13,619
Wild-caught Salmon,682,144,238,159,2,2,wild-caught-salmon-14,620
Wild-caught Salmon,839,132,227,169,4,0,wild-caught-salmon-15,621
Wild-caught Salmon,182,138,252,167,1,0,wild-caught-salmon-16,622
Wild-caught Salmon,638,140,229,178,5,5,wild-caught-salmon-17,623
Wild-caught Salmon,783,143,247,167,2,0,wild-caught-salmon-18,624
Wild-caught Salmon,615,134,229,173,2,4,wild-caught-salmon-19,625
Wild-caught Salmon,942,129,245,169,4,4,wild-caught-salmon-20,626
Wild-caught Salmon,410,128,249,186,2,4,wild-caught-salmon-21,627
Wild-caught Salmon,372,135,245,167,2,0,wild-caught-salmon-22,628
Wild-caught Salmon,534,144,238,159,5,0,wild-caught-salmon-23,629
Wild-caught Salmon,701,147,229,173,4,2,wild-caught-salmon-24,630
Organic Spinach,100,19,31,22,1,0,organic-spinach-0,631
Organic Spinach,831,20,30,22,2,3,organic-spinach-1,632
Organic Spinach,677,19,30,22,2,4,organic-spinach-2,633
Organic Spinach,626,20,33,24,2,0,organic-spinach-3,634
Organic Spinach,467,20,31,24,5,5,organic-spinach-4,635
Organic Spinach,585,19,30,23,1,3,organic-spinach-5,636
Organic Spinach,43,18,32,22,4,3,organic-spinach-6,637
Organic Spinach,57,19,32,25,3,4,organic-spinach-7,638
Organic Spinach,313,18,32,22,2,3,organic-spinach-8,639
Organic Spinach,595,20,34,23,1,2,organic-spinach-9,640
Organic Spinach,693,19,30,22,5,0,organic-spinach-10,641
Organic Spinach,216,20,34,22,5,2,organic-spinach-11,642
Organic Spinach,789,18,30,25,1,2,organic-spinach-12,643
Organic Spinach,243,20,32,22,3,1,organic-spinach-13,644
Organic Spinach,490,18,33,22,4,3,organic-spinach-14,645
Organic Spinach,478,20,34,23,5,5,organic-spinach-15,646
Organic Spinach,608,19,31,24,2,3,organic-spinach-16,647
Organic Spinach,890,20,33,24,1,4,organic-spinach-17,648
Organic Spinach,638,20,34,25,5,2,organic-spinach-18,649
Organic Spinach,364,18,32,23,3,2,organic-spinach-19,650
Organic Spinach,201,18,31,25,1,0,organic-spinach-20,651
Organic Spinach,235,18,32,23,3,0,organic-spinach-21,652
Organic Spinach,620,20,32,23,1,1,organic-spinach-22,653
Organic Spinach,189,18,30,23,3,1,organic-spinach-23,654
Organic Spinach,926,18,31,24,4,1,organic-spinach-24,655
Organic Spinach,702,19,33,25,3,0,organic-spinach-25,656
Organic Spinach,497,18,30,22,5,1,organic-spinach-26,657
Organic Spinach,704,20,31,24,2,1,organic-spinach-27,658
Organic Spinach,978,20,34,22,5,5,organic-spinach-28,659
Quinoa,817,69,123,91,1,1,quinoa-0,660
Quinoa,438,76,136,86,5,0,quinoa-1,661
Quinoa,529,71,121,95,4,3,quinoa-2,662
Quinoa,333,73,123,88,1,1,quinoa-3,663
Quinoa,122,77,133,94,3,3,quinoa-4,664
Quinoa,534,74,129,93,2,0,quinoa-5,665
Quinoa,440,69,135,91,3,1,quinoa-6,666
Quinoa,567,70,126,96,3,3,quinoa-7,667
Quinoa,536,73,134,87,5,4,quinoa-8,668
Quinoa,119,80,127,92,2,5,quinoa-9,669
Quinoa,729,72,123,87,3,2,quinoa-10,670
Quinoa,880,75,129,91,3,2,quinoa-11,671
Quinoa,749,72,127,85,4,1,quinoa-12,672
Quinoa,699,70,121,97,3,5,quinoa-13,673
Quinoa,747,72,121,87,5,4,quinoa-14,674
Quinoa,744,80,124,86,1,2,quinoa-15,675
Quinoa,156,68,122,92,5,5,quinoa-16,676
Quinoa,163,73,136,89,2,5,quinoa-17,677
Quinoa,649,73,127,91,4,3,quinoa-18,678
Quinoa,904,79,134,96,5,0,quinoa-19,679
Quinoa,120,73,122,90,4,2,quinoa-20,680
Quinoa,218,76,123,90,5,4,quinoa-21,681
Quinoa,159,76,130,92,2,5,quinoa-22,682
Quinoa,993,72,136,92,3,5,quinoa-23,683
Greek Yogurt,655,59,102,67,3,3,greek-yogurt-0,684
Greek Yogurt,499,56,98,74,2,4,greek-yogurt-1,685
Greek Yogurt,775,58,102,71,4,3,greek-yogurt-2,686
Greek Yogurt,647,54,98,69,3,2,greek-yogurt-3,687
Greek Yogurt,832,52,91,69,3,4,greek-yogurt-4,688
Greek Yogurt,537,59,93,64,2,2,greek-yogurt-5,689
Greek Yogurt,233,52,95,72,3,0,greek-yogurt-6,690
Greek Yogurt,996,58,90,66,1,1,greek-yogurt-7,691
Greek Yogurt,755,56,102,74,2,3,greek-yogurt-8,692
Greek Yogurt,885,56,91,72,1,3,greek-yogurt-9,693
Greek Yogurt,37,54,96,75,5,0,greek-yogurt-10,694
Greek Yogurt,596,58,97,65,3,5,greek-yogurt-11,695
Greek Yogurt,512,59,96,73,1,1,greek-yogurt-12,696
Greek Yogurt,771,53,101,64,4,2,greek-yogurt-13,697
Greek Yogurt,272,51,99,64,1,3,greek-yogurt-14,698
Greek Yogurt,189,55,97,66,2,5,greek-yogurt-15,699
Greek Yogurt,554,60,90,65,1,1,greek-yogurt-16,700
Greek Yogurt,663,59,101,64,3,0,greek-yogurt-17,701
Greek Yogurt,335,51,100,64,2,1,greek-yogurt-18,702
Greek Yogurt,557,53,96,69,3,1,greek-yogurt-19,703
Greek Yogurt,40,60,93,68,1,2,greek-yogurt-20,704
Greek Yogurt,476,57,99,75,5,1,greek-yogurt-21,705
Greek Yogurt,436,53,95,66,4,5,greek-yogurt-22,706
Greek Yogurt,905,53,100,67,3,3,greek-yogurt-23,707
Greek Yogurt,799,54,93,66,2,2,greek-yogurt-24,708
Organic Apples,422,78,136,87,5,5,organic-apples-0,709
Organic Apples,431,80,122,90,3,0,organic-apples-1,710
Organic Apples,944,72,134,97,5,4,organic-apples-2,711
Organic Apples,97,78,124,99,3,1,organic-apples-3,712
Organic Apples,766,68,127,93,1,2,organic-apples-4,713
Organic Apples,450,73,124,86,3,1,organic-apples-5,714
Organic Apples,528,68,126,99,5,1,organic-apples-6,715
Organic Apples,728,68,126,99,2,4,organic-apples-7,716
Organic Apples,872,79,127,98,4,4,organic-apples-8,717
Organic Apples,652,76,130,99,5,5,organic-apples-9,718
Organic Apples,312,76,138,97,1,4,organic-apples-10,719
Organic Apples,569,71,134,90,5,4,organic-apples-11,720
Organic Apples,353,72,132,92,1,1,organic-apples-12,721
Organic Apples,234,69,132,92,3,3,organic-apples-13,722
Organic Apples,615,71,122,99,5,5,organic-apples-14,723
Organic Apples,613,80,121,98,2,4,organic-apples-15,724
Organic Apples,836,68,130,85,2,4,organic-apples-16,725
Organic Apples,792,75,129,91,2,1,organic-apples-17,726
Organic Apples,415,72,135,98,5,5,organic-apples-18,727
Organic Apples,968,71,132,86,5,4,organic-apples-19,728
Organic Apples,368,73,130,87,1,2,organic-apples-20,729
Organic Apples,635,76,133,96,3,1,organic-apples-21,730
Organic Apples,417,70,133,85,3,3,organic-apples-22,731
Extra Virgin Olive Oil,425,49,78,61,2,5,extra-virgin-olive-oil-0,732
Extra Virgin Olive Oil,642,43,86,56,4,1,extra-virgin-olive-oil-1,733
Extra Virgin Olive Oil,215,47,76,54,3,1,extra-virgin-olive-oil-2,734
Extra Virgin Olive Oil,562,45,83,60,4,2,extra-virgin-olive-oil-3,735
Extra Virgin Olive Oil,580,46,75,56,3,4,extra-virgin-olive-oil-4,736
Extra Virgin Olive Oil,427,44,79,58,2,4,extra-virgin-olive-oil-5,737
Extra Virgin Olive Oil,23,47,84,60,4,2,extra-virgin-olive-oil-6,738
Extra Virgin Olive Oil,959,46,85,61,4,0,extra-virgin-olive-oil-7,739
Extra Virgin Olive Oil,440,43,82,56,1,1,extra-virgin-olive-oil-8,740
Extra Virgin Olive Oil,276,48,82,56,2,1,extra-virgin-olive-oil-9,741
Extra Virgin Olive Oil,471,47,85,61,3,2,extra-virgin-olive-oil-10,742
Extra Virgin Olive Oil,549,46,75,59,4,0,extra-virgin-olive-oil-11,743
Extra Virgin Olive Oil,850,50,85,59,1,1,extra-virgin-olive-oil-12,744
Extra Virgin Olive Oil,931,46,85,55,4,5,extra-virgin-olive-oil-13,745
Extra Virgin Olive Oil,773,45,84,59,5,5,extra-virgin-olive-oil-14,746
Extra Virgin Olive Oil,759,49,78,55,2,2,extra-virgin-olive-oil-15,747
Extra Virgin Olive Oil,694,47,84,61,3,2,extra-virgin-olive-oil-16,748
Extra Virgin Olive Oil,191,48,78,56,3,4,extra-virgin-olive-oil-17,749
Extra Virgin Olive Oil,935,47,82,59,2,5,extra-virgin-olive-oil-18,750
Extra Virgin Olive Oil,646,43,86,58,4,5,extra-virgin-olive-oil-19,751
Extra Virgin Olive Oil,819,43,78,59,3,3,extra-virgin-olive-oil-20,752
Brown Rice,340,57,100,73,3,2,brown-rice-0,753
Brown Rice,236,59,90,66,4,4,brown-rice-1,754
Brown Rice,153,59,92,75,4,4,brown-rice-2,755
Brown Rice,503,52,99,71,2,0,brown-rice-3,756
Brown Rice,618,57,90,72,3,2,brown-rice-4,757
Brown Rice,525,58,94,66,4,3,brown-rice-5,758
Brown Rice,485,59,95,72,2,0,brown-rice-6,759
Brown Rice,290,53,96,69,1,0,brown-rice-7,760
Brown Rice,450,57,101,67,2,0,brown-rice-8,761
Brown Rice,97,59,95,68,5,2,brown-rice-9,762
Brown Rice,244,55,92,69,3,2,brown-rice-10,763
Brown Rice,46,51,99,72,3,3,brown-rice-11,764
Brown Rice,430,53,99,64,3,3,brown-rice-12,765
Brown Rice,608,60,91,72,4,2,brown-rice-13,766
Brown Rice,497,54,99,68,3,2,brown-rice-14,767
Brown Rice,319,60,91,74,4,4,brown-rice-15,768
Brown Rice,452,53,94,66,4,0,brown-rice-16,769
Brown Rice,571,53,99,72,3,3,brown-rice-17,770
Brown Rice,228,57,95,75,2,4,brown-rice-18,771
Brown Rice,840,53,97,69,5,4,brown-rice-19,772
Brown Rice,194,59,92,69,5,0,brown-rice-20,773
Brown Rice,997,54,98,72,1,4,brown-rice-21,774
Brown Rice,734,57,102,75,5,3,brown-rice-22,775
Brown Rice,894,54,92,72,4,1,brown-rice-23,776
Brown Rice,371,55,99,73,1,2,brown-rice-24,777
Brown Rice,315,51,99,67,4,1,brown-rice-25,778
Brown Rice,995,54,99,69,2,1,brown-rice-26,779
Organic Chicken Breast,377,116,203,134,1,3,organic-chicken-breast-0,780
Organic Chicken Breast,153,117,181,134,4,1,organic-chicken-breast-1,781
Organic Chicken Breast,835,119,189,134,5,3,organic-chicken-breast-2,782
Organic Chicken Breast,929,105,189,131,5,5,organic-chicken-breast-3,783
Organic Chicken Breast,373,114,183,147,1,5,organic-chicken-breast-4,784
Organic Chicken Breast,900,116,194,131,1,2,organic-chicken-breast-5,785
Organic Chicken Breast,936,106,190,131,5,1,organic-chicken-breast-6,786
Organic Chicken Breast,742,110,196,140,2,1,organic-chicken-breast-7,787
Organic Chicken Breast,802,114,192,147,1,2,organic-chicken-breast-8,788
Organic Chicken Breast,245,107,203,129,2,3,organic-chicken-breast-9,789
Organic Chicken Breast,191,114,183,131,4,2,organic-chicken-breast-10,790
Organic Chicken Breast,796,114,194,149,3,2,organic-chicken-breast-11,791
Organic Chicken Breast,236,107,201,146,5,0,organic-chicken-breast-12,792
Organic Chicken Breast,625,105,203,138,2,1,organic-chicken-breast-13,793
Organic Chicken Breast,244,117,198,143,3,2,organic-chicken-breast-14,794
Organic Chicken Breast,428,113,196,144,2,4,organic-chicken-breast-15,795
Organic Chicken Breast,435,117,207,128,4,1,organic-chicken-breast-16,796
Organic Chicken Breast,211,105,185,134,2,4,organic-chicken-breast-17,797
Organic Chicken Breast,227,117,201,141,2,0,organic-chicken-breast-18,798
Organic Chicken Breast,399,102,192,140,3,5,organic-chicken-breast-19,799
Organic Chicken Breast,282,114,187,135,3,2,organic-chicken-breast-20,800
Organic Chicken Breast,638,110,199,137,1,2,organic-chicken-breast-21,801
Organic Chicken Breast,518,105,181,137,4,1,organic-chicken-breast-22,802
Organic Chicken Breast,804,117,207,132,2,4,organic-chicken-breast-23,803
Organic Chicken Breast,710,108,185,143,3,3,organic-chicken-breast-24,804
Organic Chicken Breast,913,105,207,140,5,0,organic-chicken-breast-25,805
Organic Chicken Breast,676,105,198,138,1,2,organic-chicken-breast-26,806
Organic Chicken Breast,113,104,207,149,5,1,organic-chicken-breast-27,807
Organic Chicken Breast,337,114,189,140,1,1,organic-chicken-breast-28,808
Raw Honey,146,77,123,98,5,2,raw-honey-0,809
Raw Honey,812,74,124,91,1,3,raw-honey-1,810
Raw Honey,537,75,132,97,2,2,raw-honey-2,811
Raw Honey,844,76,123,95,2,3,raw-honey-3,812
Raw Honey,559,71,129,97,3,4,raw-honey-4,813
Raw Honey,996,71,134,89,1,1,raw-honey-5,814
Raw Honey,857,77,134,87,1,5,raw-honey-6,815
Raw Honey,992,69,129,87,1,4,raw-honey-7,816
Raw Honey,308,80,135,88,1,5,raw-honey-8,817
Raw Honey,635,70,123,90,1,4,raw-honey-9,818
Raw Honey,744,71,136,88,5,1,raw-honey-10,819
Raw Honey,598,69,129,93,1,5,raw-honey-11,820
Raw Honey,392,78,134,88,1,0,raw-honey-12,821
Raw Honey,367,80,126,85,2,3,raw-honey-13,822
Raw Honey,971,73,129,95,1,0,raw-honey-14,823
Raw Honey,307,70,136,94,1,1,raw-honey-15,824
Raw Honey,279,76,124,89,4,4,raw-honey-16,825
Raw Honey,21,80,138,94,2,2,raw-honey-17,826
Raw Honey,686,79,133,95,5,4,raw-honey-18,827
Raw Honey,490,75,134,93,3,2,raw-honey-19,828
Raw Honey,121,71,123,96,4,4,raw-honey-20,829
Raw Honey,793,80,126,99,5,3,raw-honey-21,830
Raw Honey,376,80,129,94,5,5,raw-honey-22,831
Raw Honey,250,72,135,97,1,1,raw-honey-23,832
Raw Honey,808,69,138,85,5,5,raw-honey-24,833
Raw Honey,367,69,129,85,3,0,raw-honey-25,834
Raw Honey,678,72,124,88,3,4,raw-honey-26,835
Raw Honey,931,77,129,88,2,2,raw-honey-27,836
Raw Honey,232,74,138,86,1,1,raw-honey-28,837
Raw Honey,378,72,121,98,3,4,raw-honey-29,838
Mixed Berries,578,44,76,59,3,0,mixed-berries-0,839
Mixed Berries,869,50,82,62,1,0,mixed-berries-1,840
Mixed Berries,428,48,79,55,5,1,mixed-berries-2,841
Mixed Berries,692,45,84,56,3,2,mixed-berries-3,842
Mixed Berries,560,48,84,61,3,5,mixed-berries-4,843
Mixed Berries,673,47,84,58,3,1,mixed-berries-5,844
Mixed Berries,144,47,84,58,1,2,mixed-berries-6,845
Mixed Berries,861,46,85,60,3,0,mixed-berries-7,846
Mixed Berries,660,43,85,56,2,3,mixed-berries-8,847
Mixed Berries,400,43,86,53,3,4,mixed-berries-9,848
Mixed Berries,835,45,80,59,1,1,mixed-berries-10,849
Mixed Berries,76,49,81,57,2,3,mixed-berries-11,850
Mixed Berries,802,43,81,53,2,2,mixed-berries-12,851
Mixed Berries,622,49,86,54,2,5,mixed-berries-13,852
Mixed Berries,99,43,85,58,3,0,mixed-berries-14,853
Mixed Berries,766,48,81,58,5,0,mixed-berries-15,854
Mixed Berries,262,44,77,53,5,4,mixed-berries-16,855
Mixed Berries,473,43,78,53,5,3,mixed-berries-17,856
Mixed Berries,407,45,84,59,2,1,mixed-berries-18,857
Mixed Berries,44,45,80,56,2,3,mixed-berries-19,858
Mixed Berries,150,46,84,59,1,4,mixed-berries-20,859
Mixed Berries,280,45,84,56,4,4,mixed-berries-21,860
Mixed Berries,396,46,81,61,2,0,mixed-berries-22,861
Chia Seeds,415,68,109,81,3,3,chia-seeds-0,862
Chia Seeds,322,63,117,81,1,1,chia-seeds-1,863
Chia Seeds,576,61,114,80,5,0,chia-seeds-2,864
Chia Seeds,204,70,114,78,2,2,chia-seeds-3,865
Chia Seeds,345,66,115,87,2,4,chia-seeds-4,866
Chia Seeds,668,68,114,80,4,4,chia-seeds-5,867
Chia Seeds,722,61,118,77,2,1,chia-seeds-6,868
Chia Seeds,192,66,111,77,3,2,chia-seeds-7,869
Chia Seeds,171,70,119,85,4,2,chia-seeds-8,870
Chia Seeds,644,66,109,81,4,0,chia-seeds-9,871
Chia Seeds,804,69,109,82,5,1,chia-seeds-10,872
Chia Seeds,65,69,108,84,1,1,chia-seeds-11,873
Chia Seeds,965,61,107,85,5,2,chia-seeds-12,874
Chia Seeds,148,68,114,79,4,4,chia-seeds-13,875
Chia Seeds,512,68,118,75,3,4,chia-seeds-14,876
Chia Seeds,553,66,114,79,3,5,chia-seeds-15,877
Chia Seeds,812,64,108,85,3,0,chia-seeds-16,878
Chia Seeds,78,63,112,80,5,1,chia-seeds-17,879
Chia Seeds,206,65,117,81,3,2,chia-seeds-18,880
Chia Seeds,117,62,118,79,1,1,chia-seeds-19,881
Chia Seeds,125,61,108,75,1,0,chia-seeds-20,882
Chia Seeds,169,64,106,80,4,0,chia-seeds-21,883
Chia Seeds,403,64,108,82,5,2,chia-seeds-22,884
Chia Seeds,129,65,116,86,4,3,chia-seeds-23,885
Chia Seeds,627,66,115,76,1,2,chia-seeds-24,886
Chia Seeds,702,69,109,83,4,0,chia-seeds-25,887
Chia Seeds,817,61,114,80,2,0,chia-seeds-26,888
Chia Seeds,176,69,114,81,1,3,chia-seeds-27,889
Chia Seeds,504,68,118,85,1,2,chia-seeds-28,890
Chia Seeds,608,67,110,77,5,2,chia-seeds-29,891
Grass-fed Beef,572,196,303,240,5,3,grass-fed-beef-0,892
Grass-fed Beef,330,188,339,213,5,3,grass-fed-beef-1,893
Grass-fed Beef,962,172,324,233,3,4,grass-fed-beef-2,894
Grass-fed Beef,248,184,312,235,2,0,grass-fed-beef-3,895
Grass-fed Beef,677,174,312,233,3,3,grass-fed-beef-4,896
Grass-fed Beef,560,172,339,245,1,2,grass-fed-beef-5,897
Grass-fed Beef,748,184,312,233,3,2,grass-fed-beef-6,898
Grass-fed Beef,237,176,309,228,2,0,grass-fed-beef-7,899
Grass-fed Beef,630,176,345,243,3,0,grass-fed-beef-8,900
Grass-fed Beef,943,182,342,223,5,4,grass-fed-beef-9,901
Grass-fed Beef,745,178,336,235,2,2,grass-fed-beef-10,902
Grass-fed Beef,711,188,303,215,5,4,grass-fed-beef-11,903
Grass-fed Beef,381,182,333,220,1,4,grass-fed-beef-12,904
Grass-fed Beef,155,172,339,240,4,3,grass-fed-beef-13,905
Grass-fed Beef,910,196,309,218,3,5,grass-fed-beef-14,906
Grass-fed Beef,366,188,342,213,1,4,grass-fed-beef-15,907
Grass-fed Beef,670,172,327,213,5,5,grass-fed-beef-16,908
Grass-fed Beef,223,174,315,233,1,2,grass-fed-beef-17,909
Grass-fed Beef,435,188,321,218,3,1,grass-fed-beef-18,910
Grass-fed Beef,187,184,345,235,2,5,grass-fed-beef-19,911
Gluten-free Pasta,734,68,132,89,4,2,gluten-free-pasta-0,912
Gluten-free Pasta,399,72,133,90,1,1,gluten-free-pasta-1,913
Gluten-free Pasta,294,75,135,86,1,5,gluten-free-pasta-2,914
Gluten-free Pasta,839,78,135,87,4,0,gluten-free-pasta-3,915
Gluten-free Pasta,359,70,127,96,2,2,gluten-free-pasta-4,916
Gluten-free Pasta,771,75,138,88,4,1,gluten-free-pasta-5,917
Gluten-free Pasta,402,80,132,94,5,4,gluten-free-pasta-6,918
Gluten-free Pasta,896,70,128,86,2,2,gluten-free-pasta-7,919
Gluten-free Pasta,628,72,124,88,3,3,gluten-free-pasta-8,920
Gluten-free Pasta,100,69,128,92,4,1,gluten-free-pasta-9,921
Gluten-free Pasta,949,75,136,99,5,1,gluten-free-pasta-10,922
Gluten-free Pasta,802,70,136,92,1,5,gluten-free-pasta-11,923
Gluten-free Pasta,598,79,132,98,3,1,gluten-free-pasta-12,924
Gluten-free Pasta,179,76,135,89,4,4,gluten-free-pasta-13,925
Gluten-free Pasta,633,68,121,99,2,5,gluten-free-pasta-14,926
Gluten-free Pasta,306,68,132,99,5,2,gluten-free-pasta-15,927
Gluten-free Pasta,395,68,122,97,5,5,gluten-free-pasta-16,928
Gluten-free Pasta,426,76,134,91,1,3,gluten-free-pasta-17,929
Gluten-free Pasta,793,73,121,92,1,4,gluten-free-pasta-18,930
Gluten-free Pasta,967,72,129,86,4,2,gluten-free-pasta-19,931
Gluten-free Pasta,338,71,138,91,2,3,gluten-free-pasta-20,932
Gluten-free Pasta,317,72,129,90,5,4,gluten-free-pasta-21,933
Gluten-free Pasta,105,78,123,95,1,5,gluten-free-pasta-22,934
Gluten-free Pasta,709,77,123,87,5,0,gluten-free-pasta-23,935
Organic Kale,92,28,45,34,4,5,organic-kale-0,936
Organic Kale,93,27,48,36,1,4,organic-kale-1,937
Organic Kale,649,26,49,36,2,1,organic-kale-2,938
Organic Kale,337,27,51,33,4,0,organic-kale-3,939
Organic Kale,199,27,47,37,1,4,organic-kale-4,940
Organic Kale,295,27,47,35,4,4,organic-kale-5,941
Organic Kale,545,29,45,36,3,2,organic-kale-6,942
Organic Kale,706,29,49,33,4,2,organic-kale-7,943
Organic Kale,409,27,48,34,3,1,organic-kale-8,944
Organic Kale,741,29,50,34,3,4,organic-kale-9,945
Organic Kale,775,27,48,32,2,5,organic-kale-10,946
Organic Kale,452,30,48,33,1,4,organic-kale-11,947
Organic Kale,845,27,49,37,3,3,organic-kale-12,948
Organic Kale,915,29,45,35,3,1,organic-kale-13,949
Organic Kale,46,27,46,34,1,5,organic-kale-14,950
